Date,Open,High,Low,Last,Close,Total Trade Quantity,Turnover (Lacs)
2014-04-22,721.9,729.6,717.4,728.7,727.55,2848956.0,20653.96
2014-04-23,724.9,739.45,722.6,737.9,733.0,5256336.0,38436.36
2014-04-25,733.15,738.0,725.0,725.5,726.4,1553111.0,11327.48
2014-04-28,722.25,729.25,720.55,726.4,725.2,1220715.0,8850.77
2014-04-29,726.4,727.5,712.5,717.05,715.8,1660309.0,11909.22
2014-04-30,716.0,729.9,711.65,724.9,721.3,2196730.0,15837.7
2014-05-02,723.5,727.55,715.55,717.1,717.1,1478823.0,10643.17
2014-05-05,719.85,723.1,714.0,717.5,716.7,1298081.0,9319.59
2014-05-06,720.2,724.6,714.1,720.15,720.2,1546140.0,11100.04
2014-05-07,718.5,727.0,711.45,715.0,715.6,1649656.0,11862.97
2014-05-08,717.15,723.0,715.5,717.95,718.3,1880107.0,13519.33
2014-05-09,720.0,760.0,720.0,758.55,756.8,4094111.0,30446.15
2014-05-12,755.1,794.85,754.5,791.9,792.15,4390340.0,34438.49
2014-05-13,800.0,800.0,782.5,786.1,788.15,3166304.0,24954.35
2014-05-14,785.0,794.8,774.25,774.7,775.45,2125375.0,16623.43
2014-05-15,769.0,791.15,766.05,788.0,788.35,2366547.0,18496.8
2014-05-16,800.0,854.0,787.65,803.15,804.7,8217092.0,68781.85
2014-05-19,815.9,835.0,808.0,809.85,811.9,2630701.0,21600.54
2014-05-20,816.0,821.6,804.35,817.0,816.05,1589258.0,12980.49
2014-05-21,812.35,814.5,805.0,808.8,809.5,910597.0,7371.95
2014-05-22,812.0,815.0,798.0,800.55,802.6,1951614.0,15637.92
2014-05-23,799.0,803.0,782.7,790.0,789.65,2454734.0,19395.94
2014-05-26,799.0,804.05,790.0,800.0,797.15,4348808.0,34718.13
2014-05-27,800.0,810.65,788.35,804.8,804.9,1904881.0,15247.8
2014-05-28,799.9,826.75,799.5,821.35,823.45,3588891.0,29407.79
2014-05-29,822.6,830.75,807.4,810.05,810.25,3421002.0,27875.38
2014-05-30,815.0,822.8,730.0,793.0,792.75,8201886.0,65330.92
2014-06-02,793.5,822.35,793.5,818.5,819.4,2020783.0,16390.63
2014-06-03,823.0,827.85,814.0,823.25,824.35,906037.0,7444.65
2014-06-04,822.4,829.7,815.1,818.0,816.7,716085.0,5884.35
2014-06-05,811.8,815.4,801.0,806.75,805.45,1918618.0,15456.1
2014-06-06,813.0,821.0,801.0,816.1,815.25,2641319.0,21357.74
2014-06-09,821.9,830.0,815.0,818.55,819.45,2334980.0,19219.97
2014-06-10,821.15,823.6,810.0,816.0,816.65,1249836.0,10201.16
